station_id yyyymmddhh TX01 PP01
C0ACA0 2025073001 NaN 0.0
C0ACA0 2025073002 NaN 0.0
C0ACA0 2025073003 27.5 0.0
C0ACA0 2025073004 NaN 0.0
C0ACA0 2025073005 NaN 0.0
C0ACA0 2025073006 NaN 0.0
C0ACA0 2025073007 NaN 0.0
C0ACA0 2025073008 29.5 0.0
C0ACA0 2025073009 30.4 0.0
C0ACA0 2025073010 31.6 0.0
C0ACA0 2025073011 32.1 0.0
C0ACA0 2025073012 32.9 0.0
C0ACA0 2025073013 NaN 0.0
C0ACA0 2025073014 32.4 0.0
C0ACA0 2025073015 33.3 0.0
C0ACA0 2025073016 33.6 0.0
C0ACA0 2025073017 NaN 0.0
C0ACA0 2025073018 32.6 0.0
C0ACA0 2025073019 31.9 0.0
C0ACA0 2025073020 31.5 0.0
C0ACA0 2025073021 30.8 0.0
C0ACA0 2025073022 30.5 0.0
C0ACA0 2025073023 30.3 0.0
C0ACA0 2025073024 29.8 0.0
C0AD10 2025073001 29.8 0.0
C0AD10 2025073002 29.7 0.0
C0AD10 2025073003 29.4 0.0
C0AD10 2025073004 29.5 0.0
C0AD10 2025073005 29.7 0.0
C0AD10 2025073006 29.8 0.0
C0AD10 2025073007 30.3 0.0
C0AD10 2025073008 31.0 0.0
C0AD10 2025073009 32.0 NaN
C0AD10 2025073010 32.9 0.0
C0AD10 2025073011 34.0 0.0
C0AD10 2025073012 34.5 0.0
C0AD10 2025073013 33.9 0.0
C0AD10 2025073014 34.2 0.0
C0AD10 2025073015 34.2 0.0
C0AD10 2025073016 33.9 0.0
C0AD10 2025073017 34.1 0.0
C0AD10 2025073018 33.5 0.0
C0AD10 2025073019 33.2 0.0
C0AD10 2025073020 32.3 0.0
C0AD10 2025073021 31.9 0.0
C0AD10 2025073022 31.0 0.0
C0AD10 2025073023 30.4 0.0
C0AD10 2025073024 31.0 0.0
C0AD30 2025073001 29.5 0.0
C0AD30 2025073002 29.2 0.0
C0AD30 2025073003 29.1 0.0
C0AD30 2025073004 29.1 0.0
C0AD30 2025073005 29.0 0.0
C0AD30 2025073006 29.1 0.0
C0AD30 2025073007 30.0 0.0
C0AD30 2025073008 31.2 0.0
C0AD30 2025073009 31.5 0.0
C0AD30 2025073010 32.7 0.0
C0AD30 2025073011 34.0 0.0
C0AD30 2025073012 34.3 0.0
C0AD30 2025073013 34.1 0.0
C0AD30 2025073014 34.1 0.0
C0AD30 2025073015 34.7 0.0
C0AD30 2025073016 34.9 0.0
C0AD30 2025073017 34.3 0.0
C0AD30 2025073018 34.3 0.0
C0AD30 2025073019 33.8 0.0
C0AD30 2025073020 33.4 0.0
C0AD30 2025073021 31.9 0.0
C0AD30 2025073022 31.2 0.0
C0AD30 2025073023 31.6 0.0
C0AD30 2025073024 31.1 0.0
C0AD40 2025073001 27.0 0.0
C0AD40 2025073002 26.1 0.0
C0AD40 2025073003 25.7 0.0
C0AD40 2025073004 26.3 0.0
C0AD40 2025073005 25.4 0.0
C0AD40 2025073006 26.1 0.0
C0AD40 2025073007 27.8 0.0
C0AD40 2025073008 29.5 0.0
C0AD40 2025073009 30.5 0.0
C0AD40 2025073010 32.2 0.0
C0AD40 2025073011 33.2 0.0
C0AD40 2025073012 33.4 0.0
C0AD40 2025073013 33.2 0.0
C0AD40 2025073014 33.4 0.0
C0AD40 2025073015 33.6 0.0
C0AD40 2025073016 33.7 0.0
C0AD40 2025073017 33.0 0.0
C0AD40 2025073018 32.4 0.0
C0AD40 2025073019 30.9 0.0
C0AD40 2025073020 29.3 0.0
C0AD40 2025073021 28.8 0.0
C0AD40 2025073022 28.4 0.0
C0AD40 2025073023 NaN 0.0
C0AD40 2025073024 28.1 NaN
C0AD50 2025073001 27.9 0.0
C0AD50 2025073002 28.1 0.0
C0AD50 2025073003 NaN 0.0
C0AD50 2025073004 28.0 0.0
C0AD50 2025073005 27.6 0.0
C0AD50 2025073006 28.0 0.0
C0AD50 2025073007 30.1 0.0
C0AD50 2025073008 31.1 0.0
C0AD50 2025073009 32.6 NaN
C0AD50 2025073010 32.4 0.0
C0AD50 2025073011 NaN 0.0
C0AD50 2025073012 33.7 0.0
C0AD50 2025073013 33.3 0.0
C0AD50 2025073014 33.7 0.0
C0AD50 2025073015 33.8 0.0
C0AD50 2025073016 33.3 0.0
C0AD50 2025073017 32.6 0.0
C0AD50 2025073018 32.5 0.0
C0AD50 2025073019 31.8 NaN
C0AD50 2025073020 32.7 0.0
C0AD50 2025073021 32.2 0.0
C0AD50 2025073022 31.4 0.0
C0AD50 2025073023 31.1 0.0
C0AD50 2025073024 30.5 0.0
C0AG80 2025073001 27.7 0.0
C0AG80 2025073002 27.2 0.0
C0AG80 2025073003 26.9 0.0
C0AG80 2025073004 26.9 0.0
C0AG80 2025073005 26.4 0.0
C0AG80 2025073006 26.5 0.0
C0AG80 2025073007 27.7 0.0
C0AG80 2025073008 29.7 0.0
C0AG80 2025073009 31.1 0.0
C0AG80 2025073010 32.2 0.0
C0AG80 2025073011 33.3 0.0
C0AG80 2025073012 33.8 0.0
C0AG80 2025073013 33.3 0.0
C0AG80 2025073014 33.5 0.0
C0AG80 2025073015 33.7 0.0
C0AG80 2025073016 33.9 0.0
C0AG80 2025073017 33.3 0.0
C0AG80 2025073018 33.0 0.0
C0AG80 2025073019 32.3 0.0
C0AG80 2025073020 31.8 0.0
C0AG80 2025073021 31.3 0.0
C0AG80 2025073022 30.3 0.0
C0AG80 2025073023 30.5 0.0
C0AG80 2025073024 29.6 0.0
C0AH00 2025073001 NaN 0.0
C0AH00 2025073002 28.4 NaN
C0AH00 2025073003 28.1 0.0
C0AH00 2025073004 28.3 0.0
C0AH00 2025073005 28.0 0.0
C0AH00 2025073006 28.2 NaN
C0AH00 2025073007 28.3 0.0
C0AH00 2025073008 29.4 0.0
C0AH00 2025073009 30.8 0.0
C0AH00 2025073010 32.7 0.0
C0AH00 2025073011 34.0 0.0
C0AH00 2025073012 34.6 NaN
C0AH00 2025073013 35.1 NaN
C0AH00 2025073014 35.0 0.0
C0AH00 2025073015 35.5 0.0
C0AH00 2025073016 35.0 0.0
C0AH00 2025073017 34.3 0.0
C0AH00 2025073018 33.8 NaN
C0AH00 2025073019 32.3 0.0
C0AH00 2025073020 30.5 NaN
C0AH00 2025073021 30.0 0.0
C0AH00 2025073022 29.6 0.0
C0AH00 2025073023 29.5 0.0
C0AH00 2025073024 29.2 NaN
C0AH10 2025073001 29.2 0.0
C0AH10 2025073002 28.4 0.0
C0AH10 2025073003 28.4 0.0
C0AH10 2025073004 28.0 0.0
C0AH10 2025073005 27.7 0.0
C0AH10 2025073006 28.3 0.0
C0AH10 2025073007 29.0 0.0
C0AH10 2025073008 30.3 0.0
C0AH10 2025073009 31.3 0.0
C0AH10 2025073010 33.7 0.0
C0AH10 2025073011 34.6 0.0
C0AH10 2025073012 34.1 0.0
C0AH10 2025073013 34.6 0.0
C0AH10 2025073014 34.3 0.0
C0AH10 2025073015 34.9 0.0
C0AH10 2025073016 35.3 0.0
C0AH10 2025073017 34.9 0.0
C0AH10 2025073018 34.4 0.0
C0AH10 2025073019 33.7 0.0
C0AH10 2025073020 33.4 0.0
C0AH10 2025073021 32.2 0.0
C0AH10 2025073022 31.0 0.0
C0AH10 2025073023 31.0 NaN
C0AH10 2025073024 30.6 0.0
C0AH30 2025073001 24.0 0.0
C0AH30 2025073002 24.3 0.0
C0AH30 2025073003 24.4 0.0
C0AH30 2025073004 NaN 0.0
C0AH30 2025073005 NaN 0.0
C0AH30 2025073006 23.4 0.0
C0AH30 2025073007 23.6 0.0
C0AH30 2025073008 26.7 0.0
C0AH30 2025073009 26.7 0.0
C0AH30 2025073010 30.5 0.0
C0AH30 2025073011 29.8 0.0
C0AH30 2025073012 30.8 0.0
C0AH30 2025073013 32.1 0.0
C0AH30 2025073014 30.0 0.0
C0AH30 2025073015 31.5 NaN
C0AH30 2025073016 29.6 0.0
C0AH30 2025073017 27.1 0.0
C0AH30 2025073018 26.6 0.0
C0AH30 2025073019 26.3 0.0
C0AH30 2025073020 26.1 0.0
C0AH30 2025073021 26.5 0.0
C0AH30 2025073022 26.2 0.0
C0AH30 2025073023 26.1 0.0
C0AH30 2025073024 25.5 0.0
C0AH40 2025073001 25.6 0.0
C0AH40 2025073002 26.1 0.0
C0AH40 2025073003 25.8 0.0
C0AH40 2025073004 25.5 0.0
C0AH40 2025073005 25.7 0.0
C0AH40 2025073006 25.6 0.0
C0AH40 2025073007 25.6 0.0
C0AH40 2025073008 26.5 0.0
C0AH40 2025073009 27.7 0.0
C0AH40 2025073010 29.6 0.0
C0AH40 2025073011 30.2 0.0
C0AH40 2025073012 30.9 0.0
C0AH40 2025073013 30.5 0.0
C0AH40 2025073014 30.9 0.0
C0AH40 2025073015 31.3 0.0
C0AH40 2025073016 NaN 0.0
C0AH40 2025073017 NaN 0.0
C0AH40 2025073018 29.9 0.0
C0AH40 2025073019 29.0 0.0
C0AH40 2025073020 28.4 0.0
C0AH40 2025073021 27.8 0.0
C0AH40 2025073022 26.4 0.0
C0AH40 2025073023 26.8 0.0
C0AH40 2025073024 26.4 0.0
C0AH50 2025073001 28.5 0.0
C0AH50 2025073002 28.3 0.0
C0AH50 2025073003 27.7 0.0
C0AH50 2025073004 27.9 0.0
C0AH50 2025073005 27.9 0.0
C0AH50 2025073006 28.0 0.0
C0AH50 2025073007 28.8 0.0
C0AH50 2025073008 28.9 0.0
C0AH50 2025073009 30.1 0.0
C0AH50 2025073010 31.1 0.0
C0AH50 2025073011 32.3 0.0
C0AH50 2025073012 32.8 0.0
C0AH50 2025073013 32.6 0.0
C0AH50 2025073014 32.5 0.0
C0AH50 2025073015 33.0 0.0
C0AH50 2025073016 32.8 0.0
C0AH50 2025073017 32.7 0.0
C0AH50 2025073018 32.0 0.0
C0AH50 2025073019 NaN 0.0
C0AH50 2025073020 31.5 0.0
C0AH50 2025073021 30.8 0.0
C0AH50 2025073022 30.5 0.0
C0AH50 2025073023 29.8 0.0
C0AH50 2025073024 29.4 0.0
C0AH70 2025073001 28.3 0.0
